Protocol Version #Servers #Readers #Writers #Q RInt WInt RTot1Comm RTot2Comm RAve2comm RRatio RPercentage RAveTime WTot1Comm WTot2Comm WAve2comm WRatio WPercentage WAveTime
SIMPLE randInt 15 10 10 105 4 4 0 1250 250.0000 1.0000 100.00 3.5212 0 1250 250.0000 1.0000 100.00 3.5022
SIMPLE randInt 15 20 10 105 4 4 0 2500 500.0000 1.0000 100.00 3.5505 0 1250 250.0000 1.0000 100.00 3.5062
