Protocol Version #Servers #Readers #Writers #Q RInt WInt RTot1Comm RTot2Comm RAve2comm RRatio RPercentage RAveTime WTot1Comm WTot2Comm WAve2comm WRatio WPercentage WAveTime
SIMPLE randInt 10 10 10 10 2.3 4 0 1250 250.0000 1.0000 100.00 2.4742 0 1250 250.0000 1.0000 100.00 2.5275
SIMPLE randInt 10 20 10 10 2.3 4 0 2500 500.0000 1.0000 100.00 2.4741 0 1250 250.0000 1.0000 100.00 2.4748
SIMPLE randInt 10 40 10 10 2.3 4 0 5000 1000.0000 1.0000 100.00 2.4866 0 1250 250.0000 1.0000 100.00 2.5155
SIMPLE randInt 10 80 10 10 2.3 4 0 10000 2000.0000 1.0000 100.00 2.5318 0 1250 250.0000 1.0000 100.00 2.5753
SIMPLE randInt 10 10 20 10 2.3 4 0 1250 250.0000 1.0000 100.00 2.4693 0 2500 500.0000 1.0000 100.00 2.4956
SIMPLE randInt 10 20 20 10 2.3 4 0 2500 500.0000 1.0000 100.00 2.4924 0 2500 500.0000 1.0000 100.00 2.5008
SIMPLE randInt 10 40 20 10 2.3 4 0 5000 1000.0000 1.0000 100.00 2.4752 0 2500 500.0000 1.0000 100.00 2.4768
SIMPLE randInt 10 80 20 10 2.3 4 0 10000 2000.0000 1.0000 100.00 2.4895 0 2500 500.0000 1.0000 100.00 2.4726
SIMPLE randInt 10 10 40 10 2.3 4 0 1250 250.0000 1.0000 100.00 2.4961 0 5000 1000.0000 1.0000 100.00 2.5226
SIMPLE randInt 10 20 40 10 2.3 4 0 2500 500.0000 1.0000 100.00 2.4664 0 5000 1000.0000 1.0000 100.00 2.4822
SIMPLE randInt 10 40 40 10 2.3 4 0 5000 1000.0000 1.0000 100.00 2.4829 0 5000 1000.0000 1.0000 100.00 2.5423
SIMPLE randInt 10 80 40 10 2.3 4 0 10000 2000.0000 1.0000 100.00 2.4975 0 5000 1000.0000 1.0000 100.00 2.5344
SIMPLE randInt 10 10 80 10 2.3 4 0 1250 250.0000 1.0000 100.00 2.5189 0 10000 2000.0000 1.0000 100.00 2.5606
SIMPLE randInt 10 20 80 10 2.3 4 0 2500 500.0000 1.0000 100.00 2.4705 0 10000 2000.0000 1.0000 100.00 2.4749
SIMPLE randInt 10 40 80 10 2.3 4 0 5000 1000.0000 1.0000 100.00 2.4756 0 10000 2000.0000 1.0000 100.00 2.4718
SIMPLE randInt 10 80 80 10 2.3 4 0 10000 2000.0000 1.0000 100.00 2.4706 0 10000 2000.0000 1.0000 100.00 2.4922
CWFR randInt 10 10 10 10 2.3 4 952 298 59.6000 .2384 23.84 1.5949 0 1250 250.0000 1.0000 100.00 2.5101
CWFR randInt 10 20 10 10 2.3 4 1850 650 130.0000 .2600 26.00 1.6370 0 1250 250.0000 1.0000 100.00 2.5651
CWFR randInt 10 40 10 10 2.3 4 3729 1271 254.2000 .2542 25.42 1.6436 0 1250 250.0000 1.0000 100.00 2.5369
CWFR randInt 10 80 10 10 2.3 4 7451 2549 509.8000 .2549 25.49 1.6521 0 1250 250.0000 1.0000 100.00 2.5485
CWFR randInt 10 10 20 10 2.3 4 894 356 71.2000 .2848 28.48 1.6633 0 2500 500.0000 1.0000 100.00 2.4768
CWFR randInt 10 20 20 10 2.3 4 1844 656 131.2000 .2624 26.24 1.6579 0 2500 500.0000 1.0000 100.00 2.4708
CWFR randInt 10 40 20 10 2.3 4 3723 1277 255.4000 .2554 25.54 1.6337 0 2500 500.0000 1.0000 100.00 2.4888
CWFR randInt 10 80 20 10 2.3 4 7359 2641 528.2000 .2641 26.41 1.6486 0 2500 500.0000 1.0000 100.00 2.4858
CWFR randInt 10 10 40 10 2.3 4 1002 248 49.6000 .1984 19.84 1.5813 0 5000 1000.0000 1.0000 100.00 2.5092
CWFR randInt 10 20 40 10 2.3 4 1927 573 114.6000 .2292 22.92 1.6005 0 5000 1000.0000 1.0000 100.00 2.4863
CWFR randInt 10 40 40 10 2.3 4 3902 1098 219.6000 .2196 21.96 1.6132 0 5000 1000.0000 1.0000 100.00 2.5221
CWFR randInt 10 80 40 10 2.3 4 7743 2257 451.4000 .2257 22.57 1.6079 0 5000 1000.0000 1.0000 100.00 2.5291
CWFR randInt 10 10 80 10 2.3 4 1077 173 34.6000 .1384 13.84 1.5135 0 10000 2000.0000 1.0000 100.00 2.4927
CWFR randInt 10 20 80 10 2.3 4 2086 414 82.8000 .1656 16.56 1.5523 0 10000 2000.0000 1.0000 100.00 2.4846
CWFR randInt 10 40 80 10 2.3 4 4228 772 154.4000 .1544 15.44 1.5316 0 10000 2000.0000 1.0000 100.00 2.4874
